comparison,degradation,metric,ours,baseline,delta_improvement,bootstrap_mean,ci_low,ci_high,significant,raw_p,fdr_q,significant_raw,significant_fdr,scope,sample_count
Ours_vs_PromptIR,rain,LPIPS,0.09026168664604484,0.1199350091847009,0.029673322538656066,0.029617922753638958,0.02382173114383477,0.03576980185271168,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,rain,Top1,0.86328125,0.83203125,0.03125,0.031383203125,-0.015625,0.08203125,False,0.2296,0.2846280991735537,False,False,source,10000
Ours_vs_PromptIR,rain,Cosine,0.99731859494932,0.9944374733604491,0.002881121588870883,0.0028824200585484505,0.0007954896485898644,0.005325791711220516,True,0.0032,0.005454545454545455,True,True,source,10000
Ours_vs_PromptIR,rain,Margin,0.005370208062231541,0.003011072287335992,0.002359135774895549,0.0023527946633752437,4.242133582010867e-05,0.004858489136677234,True,0.046,0.06571428571428571,True,False,source,10000
Ours_vs_PromptIR,snow,PSNR,25.970776401754378,24.561518202219666,1.4092581995347118,1.4096063075951992,1.2165928276821947,1.609526521929528,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,snow,SSIM,0.8866318703221623,0.8686671858886257,0.017964684433536604,0.017959951909503433,0.013645462651038543,0.022256556378124515,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,snow,LPIPS,0.29811325983610004,0.34828434229712,0.05017108246101998,0.0501842728788768,0.04403343044232315,0.05635145329943043,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,snow,Top1,0.4765625,0.3515625,0.125,0.125338671875,0.06640625,0.18359375,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,snow,Cosine,0.9379540356676443,0.9193210258381441,0.018633009829500224,0.018644778683412733,0.005003258035685577,0.03257446293282555,True,0.0084,0.013263157894736843,True,True,source,10000
Ours_vs_PromptIR,snow,Margin,-0.050006072655378375,-0.06524272018577904,0.01523664753040066,0.015243681633359665,0.0013330752028196014,0.02924932331025047,True,0.0334,0.04864077669902912,True,True,source,10000
